profile_id,hits_identified
PRS1246460,6
PRS1246470,217
PRS1246477,49
PRS1246523,95
PRS1246556,42
PRS1246571,127
PRS1246596,44
PRS1246614,26
PRS1246619,49
PRS1246660,0
PRS1246733,631
PRS1246753,65
PRS1246766,90
PRS1246822,9
PRS1246855,16
PRS1246888,5
PRS1246913,23
PRS1246915,2
PRS1247007,104
PRS1247085,46
PRS1247092,194
PRS1247107,903
PRS1247112,0
PRS1247132,207
PRS1247194,57
PRS1247212,5022
PRS1247252,138
PRS1247289,15
PRS1247320,150
PRS1247326,107
PRS1247327,83
PRS1247351,176
PRS1247377,29
PRS1247404,45
PRS1247413,29
PRS1247417,7
PRS1247418,13
PRS1247477,5
PRS1247484,6
PRS1247485,5
PRS1247486,2651
PRS1247528,140
PRS1247534,59
PRS1247560,0
PRS1247579,1017
PRS1247615,370
PRS1247636,4
PRS1247703,76
PRS1247759,3
PRS1247831,58
PRS1247883,0
PRS1247929,366
PRS1248053,99
PRS1248078,2
PRS1248116,75
PRS1248125,68
PRS1248137,83
PRS1248229,68
PRS1248307,117
PRS1248331,31
PRS1248336,11
PRS1248344,8
PRS1248490,3
PRS1248492,5
PRS1248578,4
PRS1248606,9
PRS1248821,8
PRS1248998,39
PRS1249046,2
PRS1249048,1
PRS1249050,0
PRS1249052,745
PRS1249066,2704
PRS1249074,102
PRS1249080,151
PRS1249085,110
PRS1249090,67
PRS1249124,7
PRS1249221,5
PRS1249318,60
PRS1249354,53
PRS1249419,100
PRS1249421,162
PRS1249476,46
PRS1249499,61
PRS1249598,64
PRS1249602,3
PRS1249739,26
PRS1249751,3
PRS1249757,67
PRS1249776,57
PRS1250064,31
PRS1250238,63
PRS1250268,904
PRS1250274,224
PRS1250277,14
PRS1250484,4
PRS1250547,73
PRS1250601,11
PRS1250624,254
PRS1250635,7
PRS1250658,8
PRS1250761,266
PRS1250767,105
PRS1250808,47
PRS1250817,25
PRS1250865,857
PRS1250999,198
PRS1251128,55
PRS1251189,278
PRS1251314,612
PRS1251326,24
PRS1251330,173
PRS1251402,11
PRS1251533,132
PRS1251557,341
PRS1251558,26
PRS1251563,102
PRS1251620,17
PRS1251624,263
PRS1251650,34
PRS1251652,18
PRS1251723,70
PRS1251742,336
PRS1251748,31
PRS1251753,18
PRS1251759,14
PRS1251773,3
PRS1251782,169
PRS1251788,11
PRS1251794,126
PRS1251850,101
PRS1251922,74
PRS1251923,14
PRS1252045,3
PRS1252078,18
PRS1252102,2
PRS1252109,51
PRS1252125,302
PRS1252148,15
PRS1252151,14
PRS1252167,15
PRS1252215,9
PRS1252270,14
PRS1252308,19
PRS1252317,10
PRS1252450,51
PRS1252467,20
PRS1252481,79
PRS1252534,18
PRS1252559,3
PRS1252572,6
PRS1252631,19
PRS1252633,22
PRS1252647,84
PRS1252679,57
PRS1252746,2
PRS1252758,63
PRS1252767,5
PRS1252786,26
PRS1252800,83
PRS1252808,86
PRS1252823,77
PRS1252843,492
PRS1252861,27
PRS1252869,579
PRS1252888,5
PRS1252932,22
PRS1253016,30
PRS1253080,29
PRS1253099,34
PRS1253172,62
PRS1253293,88
PRS1253370,26
PRS1253453,571
PRS1253470,18
PRS1253546,910
PRS1253600,21
PRS1253627,436
PRS1253708,6
PRS1253718,11
PRS1253773,20
PRS1253798,227
PRS1253801,0
PRS1253825,10
PRS1253912,21
PRS1253938,61
PRS1253971,230
PRS1253978,31
PRS1253989,36
PRS1253996,37
PRS1254010,2
PRS1254034,426
PRS1254048,545
PRS1254055,709
PRS1254072,14
PRS1254079,35
PRS1254084,33
PRS1254086,264
PRS1254091,32
PRS1254096,32
PRS1254098,4
PRS1254099,12
PRS1254106,10
PRS1254110,5
PRS1254113,23
PRS1254120,64
PRS1254138,50
PRS1254140,134
PRS1254141,68
PRS1254147,56
PRS1254151,19
PRS1254170,13
PRS1254182,175
PRS1254200,3
PRS1254216,330
PRS1254269,33
PRS1254336,63
PRS1254413,13
PRS1254460,159
PRS1254475,58
PRS1254496,672
PRS1254514,17
PRS1254520,11
PRS1254557,13
PRS1254586,31
PRS1254670,45
PRS1254712,39
PRS1254720,44
PRS1254796,2
PRS1254904,62
PRS1254930,219
PRS1254933,150
PRS1254969,2257
PRS1255001,289
PRS1255039,71
PRS1255069,5
PRS1255070,231
PRS1255076,50
PRS1255110,9
PRS1255112,12
PRS1255115,158
PRS1255229,22
PRS1255288,377
PRS1255343,32
PRS1255356,14
PRS1255363,20
PRS1255392,60
PRS1255397,283
PRS1255402,32
PRS1255428,6
PRS1255438,36
PRS1255455,82
PRS1255486,3186
PRS1255497,7
PRS1255505,20
PRS1255511,519
PRS1255524,45
PRS1255533,18
PRS1255554,101
PRS1255572,2
PRS1255604,60
PRS1255635,878
PRS1255647,202
PRS1255665,238
PRS1255666,1
PRS1255800,4
PRS1255824,72
PRS1255826,34
PRS1255853,377
PRS1255857,1231
PRS1255863,13
PRS1255864,16
PRS1255865,53
PRS1255874,20
PRS1255876,92
PRS1255877,442
PRS1255898,13
PRS1255906,11
PRS1255909,32
PRS1255917,18
PRS1255938,24
PRS1255942,77
PRS1255959,190
PRS1256028,49
PRS1256038,38
PRS1256041,19
PRS1256224,14
PRS1256293,195
PRS1256319,64
PRS1256325,39
PRS1256327,21
PRS1256365,86
PRS1256376,9
PRS1256399,45
PRS1256402,111
PRS1256404,43
PRS1256419,17
PRS1256494,66
PRS1256541,52
PRS1256670,198
PRS1256701,84
PRS1256729,9
PRS1256740,106
PRS1256765,13
PRS1256773,549
PRS1256855,64
PRS1256860,121
PRS1256867,92
PRS1256886,8
PRS1256894,13
PRS1256932,111
PRS1256947,98
PRS1256960,522
PRS1256964,38
PRS1256994,32
PRS1257004,118
PRS1257005,47
PRS1257012,12
PRS1257074,62
PRS1257088,29
PRS1257117,22
PRS1257119,32
PRS1257161,1
PRS1257219,246
PRS1257248,76
PRS1257285,6
PRS1257290,13
PRS1257357,52
PRS1257366,13
PRS1257367,122
PRS1257439,16
PRS1257516,15
PRS1257529,37
PRS1257567,13
PRS1257717,6
PRS1257765,35
PRS1257766,5
PRS1257781,2
PRS1257839,316
PRS1257848,13
PRS1257916,128
PRS1257951,0
PRS1257965,63
PRS1258060,355
PRS1258061,14
PRS1258081,12
PRS1258100,18
PRS1258104,12
PRS1258161,130
PRS1258173,2
PRS1258182,54
PRS1258255,0
PRS1258278,49
PRS1258303,9
PRS1258344,2
PRS1258388,35
PRS1258412,139
PRS1258520,14
PRS1258526,54
PRS1258532,7
PRS1258563,33
PRS1258577,20
PRS1258596,1527
PRS1258600,50
PRS1258601,304
PRS1258604,264
PRS1258623,128
PRS1258645,19
PRS1258648,4
PRS1258764,21
PRS1258777,164
PRS1258779,104
PRS1258787,50
PRS1258790,1
PRS1258811,6
PRS1258822,70
PRS1258824,13
PRS1258845,15
PRS1258849,6
PRS1258864,160
PRS1258880,178
PRS1258901,118
PRS1258903,154
PRS1258909,11
PRS1258910,16
PRS1258927,118
PRS1258931,27
PRS1258937,22
PRS1258960,72
PRS1259083,24
PRS1259129,29
PRS1259248,60
PRS1259305,35
PRS1259399,44
PRS1259599,100
PRS1259625,333
PRS1259627,96
PRS1259665,38
PRS1259666,167
PRS1259676,23
PRS1259682,245
PRS1259691,65
PRS1259710,81
PRS1259714,117
PRS1259727,11
PRS1259763,65
PRS1259782,27
PRS1259796,17
PRS1259920,17
PRS1259948,19
PRS1259954,115
PRS1259956,31
PRS1259983,180
PRS1259984,6
PRS1259992,99
PRS1260031,10
PRS1260039,4131
PRS1260197,134
PRS1260250,4
PRS1260322,5
PRS1260340,15
PRS1260395,50
PRS1260434,3
PRS1260531,115
PRS1260541,233
PRS1260542,36
PRS1260549,23
PRS1260637,57
PRS1260654,6615
PRS1260680,89
PRS1260736,10
PRS1260787,5
PRS1260788,41
PRS1260827,385
PRS1260835,95
PRS1260843,171
PRS1260856,71
PRS1260861,9
PRS1260876,28
PRS1260883,68
PRS1260884,16
PRS1260974,285
PRS1261027,67
PRS1261032,313
PRS1261042,36
PRS1261045,189
PRS1261047,33
PRS1261099,28
PRS1261101,40
PRS1261150,670
PRS1261203,82
PRS1261211,67
PRS1261216,21
PRS1261218,26
PRS1261227,23
PRS1261303,64
PRS1261304,9
PRS1261313,7
PRS1261387,504
PRS1261388,695
PRS1261459,209
PRS1261479,0
PRS1261484,62
PRS1261499,4
PRS1261509,0
PRS1261526,9
PRS1261532,166
PRS1261535,0
PRS1261547,0
PRS1261557,185
PRS1261600,841
PRS1261660,6
PRS1261666,23
PRS1261734,13
PRS1261742,57
PRS1261745,1
PRS1261751,22
PRS1261754,50
PRS1261794,15
PRS1261826,12
PRS1261831,14
PRS1261893,20
PRS1261989,339
PRS1262091,3
PRS1262094,153
PRS1262112,791
PRS1262113,13
PRS1262150,79
PRS1262151,17
PRS1262177,91
PRS1262187,33
PRS1262193,1
PRS1262268,25
PRS1262275,37
PRS1262301,498
PRS1262305,47
PRS1262314,35
PRS1262317,9
PRS1262325,637
PRS1262346,355
PRS1262424,56
PRS1262504,26
PRS1262512,201
PRS1262547,26
PRS1262629,131
PRS1262643,1482
PRS1262678,57
PRS1262693,512
PRS1262888,280
PRS1262891,45
PRS1262933,40
PRS1262961,201
PRS1262966,22
PRS1262983,2
PRS1262990,51
PRS1263017,10
PRS1263021,169
PRS1263038,18
PRS1263045,1
PRS1263065,0
PRS1263088,47
PRS1263147,45
PRS1263164,23
PRS1263231,7
PRS1263318,11
PRS1263333,8
PRS1263334,6
PRS1263337,132
PRS1263340,44
PRS1263341,8
PRS1263345,26
PRS1263352,166
PRS1263360,24
PRS1263397,399
PRS1263398,11
PRS1263413,160
PRS1263421,21
PRS1263483,74
PRS1263490,34
PRS1263541,648
PRS1263610,14
PRS1263619,133
PRS1263652,254
PRS1263774,178
PRS1263812,226
PRS1263848,15
PRS1263931,694
PRS1263935,23
PRS1263937,10
PRS1263956,13
PRS1263961,45
PRS1264017,7
PRS1264044,44
PRS1264125,31
PRS1264232,5531
PRS1264259,45
PRS1264291,76
PRS1264293,1
PRS1264300,73
PRS1264305,180
PRS1264314,320
PRS1264317,74
PRS1264378,12
PRS1264388,311
PRS1264398,33
PRS1264401,347
PRS1264456,8
PRS1264458,31
PRS1264470,9
PRS1264473,5
PRS1264494,123
PRS1264496,38
PRS1264497,42
PRS1264505,76
PRS1264529,102
PRS1264543,312
PRS1264558,145
PRS1264586,107
PRS1264606,38
PRS1264614,0
PRS1264647,1528
PRS1264655,17
PRS1264669,459
PRS1264685,8
PRS1264721,324
PRS1264750,235
PRS1264828,43
PRS1264834,573
PRS1264837,68
PRS1264838,116
PRS1264839,65
PRS1264847,8
PRS1264848,81
PRS1264851,29
PRS1264852,22
PRS1264856,11
PRS1264918,33
PRS1264935,30
PRS1264936,490
PRS1264947,10
PRS1265006,27
PRS1265031,26
PRS1265065,412
PRS1265073,127
PRS1265110,476
PRS1265152,2
PRS1265234,8
PRS1265258,83
PRS1265271,224
PRS1265308,87
PRS1265343,35
PRS1265366,8
PRS1265410,11
PRS1265444,35
PRS1265461,6
PRS1265473,1076
PRS1265495,3
PRS1265503,0
PRS1265512,1545
PRS1265561,10
PRS1265606,720
PRS1265607,44
PRS1265628,20
PRS1265649,28
PRS1265665,5343
PRS1265683,30
PRS1265701,588
PRS1265746,14
PRS1265774,96
PRS1266076,15
PRS1266077,20
PRS1266081,2
PRS1266089,143
PRS1266092,284
PRS1266095,122
PRS1266107,4
PRS1266172,66
PRS1266278,925
PRS1266303,189
PRS1266339,5
PRS1266365,60
PRS1266375,60
PRS1266421,26
PRS1266446,16
PRS1266447,191
PRS1266453,162
PRS1266459,25
PRS1266494,10
PRS1266513,0
PRS1266516,6
PRS1266522,145
PRS1266542,11
PRS1266555,195
PRS1266556,20
PRS1266561,2
PRS1266569,20
PRS1266694,44
PRS1266718,5
PRS1266722,21
PRS1266753,105
PRS1266755,90
PRS1266793,62
PRS1266801,181
PRS1266852,125
PRS1266924,45
PRS1266934,420
PRS1266939,60
PRS1266950,11
PRS1266955,101
PRS1266964,33
PRS1266989,1
PRS1266991,162
PRS1266996,19
PRS1266999,12
PRS1267000,46
PRS1267006,60
PRS1267022,30
PRS1267028,45
PRS1267036,25
PRS1267045,37
PRS1267062,36
PRS1267063,12
PRS1267086,27
PRS1267105,32
PRS1267119,183
PRS1267135,34
PRS1267143,5
PRS1267146,288
PRS1267164,153
PRS1267310,599
PRS1267317,36
PRS1267338,5
PRS1267378,31
PRS1267495,0
PRS1267577,14
PRS1267603,1438
PRS1267608,63
PRS1267610,8
PRS1267660,36
PRS1267678,33
PRS1267683,9
PRS1267702,60
PRS1267717,38
PRS1267724,44
PRS1267757,80
PRS1267768,62
PRS1267770,6
PRS1267780,576
PRS1267782,28
PRS1267790,6
PRS1267803,20
PRS1267806,5
PRS1267807,123
PRS1267833,43
PRS1267834,34
PRS1267856,8
PRS1267859,926
PRS1267865,52
PRS1267886,2
PRS1267894,10
PRS1267971,669
PRS1268049,24
PRS1268058,22
PRS1268071,15
PRS1268076,102
PRS1268105,58
PRS1268120,16
PRS1268126,13
PRS1268128,20
PRS1268130,13
PRS1268202,71
PRS1268203,91
PRS1268266,261
PRS1268325,29
PRS1268341,172
PRS1268353,72
PRS1268364,19
PRS1268376,164
PRS1268450,176
PRS1268573,57
PRS1268600,68
PRS1268618,13
PRS1268642,3
PRS1268656,0
PRS1268668,84
PRS1268669,67
PRS1268671,91
PRS1268677,128
PRS1268683,51
PRS1268706,74
PRS1268707,39
PRS1268712,2
PRS1268737,91
PRS1268753,537
PRS1268754,185
PRS1268794,799
PRS1268795,17
PRS1268801,559
PRS1268808,73
PRS1268844,21
PRS1268853,52
PRS1268858,59
PRS1268859,35
PRS1268868,19
PRS1268913,643
PRS1268914,240
PRS1268976,0
PRS1268988,5
PRS1269040,0
PRS1269042,22
PRS1269081,15
PRS1269083,4
PRS1269088,5
PRS1269091,11
PRS1269176,13
PRS1269178,21
PRS1269195,239
PRS1269215,2
PRS1269218,289
PRS1269284,411
PRS1269285,40
PRS1269320,10
PRS1269370,19
PRS1269396,82
PRS1269459,90
PRS1269478,8
PRS1269479,368
PRS1269483,73
PRS1269486,21
PRS1269501,119
PRS1269539,313
PRS1269550,49
PRS1269557,234
PRS1269578,90
PRS1269588,9
PRS1269618,106
PRS1269656,135
PRS1269919,82
PRS1269957,47
PRS1269960,45
PRS1269965,0
PRS1269968,335
PRS1269980,159
PRS1270032,1
PRS1270034,22
PRS1270068,23
PRS1270096,1186
PRS1270111,118
PRS1270113,1608
PRS1270124,457
PRS1270141,160
PRS1270143,36
PRS1270216,24
PRS1270261,275
PRS1270267,9
PRS1270306,2208
PRS1270330,10
PRS1270345,33
PRS1270355,490
PRS1270358,80
PRS1270421,1
PRS1270452,4
PRS1270460,53
PRS1270471,14
PRS1270495,5
PRS1270499,0
PRS1270503,51
PRS1270519,513
PRS1270523,36
PRS1270525,2
PRS1270533,129
PRS1270536,447
PRS1270545,54
PRS1270589,34
PRS1270593,293
PRS1270617,67
PRS1270673,2
PRS1270683,201
PRS1270737,5
PRS1270741,136
PRS1270821,739
PRS1270822,182
PRS1270839,78
PRS1270854,156
PRS1270866,7
PRS1270887,7
PRS1270893,112
PRS1270951,611
PRS1270956,120
PRS1270972,313
PRS1270981,111
PRS1271065,417
PRS1271194,363
PRS1271198,54
PRS1271231,68
PRS1271251,56
PRS1271278,28
PRS1271350,33
PRS1271379,34
PRS1271413,168
PRS1271432,14
PRS1271441,116
PRS1271523,10
PRS1271592,23
PRS1271603,53
PRS1271605,54
PRS1271610,80
PRS1271630,1
PRS1271641,75
PRS1271653,5
PRS1271681,20
PRS1271696,20
PRS1271708,15
PRS1271713,8
PRS1271728,10
PRS1271765,46
PRS1271773,348
PRS1271780,208
PRS1271809,13
PRS1271852,69
PRS1271913,22
PRS1271924,110
PRS1271927,23
PRS1271929,113
PRS1272037,6
PRS1272065,69
PRS1272090,39
PRS1272124,123
PRS1272152,18
PRS1272212,30
PRS1272213,28
PRS1272249,87
PRS1272283,71
PRS1272286,62
PRS1272291,21
PRS1272322,21
PRS1272325,52
PRS1272336,7
PRS1272392,420
PRS1272404,9
PRS1272427,3
PRS1272447,13
PRS1272462,206
PRS1272463,407
PRS1272466,63
PRS1272480,14
PRS1272488,163
PRS1272493,11
PRS1272527,109
PRS1272530,19
PRS1272615,355
PRS1272616,9
PRS1272638,7
PRS1272731,66
PRS1272779,103
PRS1272837,121
PRS1272970,75
PRS1272997,37
PRS1273005,45
PRS1273030,60
PRS1273032,9
PRS1273044,50
PRS1273072,449
PRS1273083,1747
PRS1273141,4
PRS1273173,115
PRS1273178,31
PRS1273190,122
PRS1273204,29
PRS1273212,18
PRS1273215,1381
PRS1273311,5
PRS1273380,22
PRS1273423,21
PRS1273428,155
PRS1273489,50
PRS1273504,844
PRS1273510,4
PRS1273517,11
PRS1273535,406
PRS1273538,625
PRS1273543,7
PRS1273545,83
PRS1273546,138
PRS1273573,62
PRS1273599,10
PRS1273600,93
PRS1273602,23
PRS1273614,390
PRS1273644,70
PRS1273694,14
PRS1273702,87
PRS1273739,0
PRS1273748,325
PRS1273753,19
PRS1273765,12
PRS1273766,89
PRS1273767,73
PRS1273769,263
PRS1273775,43
PRS1273776,78
PRS1273785,156
PRS1273787,25
PRS1273789,0
PRS1273834,362
PRS1273837,68
PRS1273842,41
PRS1273858,14
PRS1273882,58
PRS1273901,136
PRS1273912,4
PRS1273913,67
PRS1273944,92
PRS1273950,298
PRS1273951,7
PRS1273977,23
PRS1273988,309
PRS1273994,19
PRS1274016,143
PRS1274019,55
PRS1274020,0
PRS1274022,58
PRS1274055,115
PRS1274060,183
PRS1274077,8
PRS1274110,30
PRS1274111,48
PRS1274136,319
PRS1274137,26
PRS1274203,3
PRS1274240,3
PRS1274261,124
PRS1274274,23
PRS1274275,114
PRS1274349,56
PRS1274403,22
PRS1274449,6
PRS1274450,3
PRS1274464,193
PRS1274466,1
PRS1274487,185
PRS1274499,60
PRS1274521,24
PRS1274522,773
PRS1274535,63
PRS1274546,197
PRS1274548,13
PRS1274550,1248
PRS1274552,14
PRS1274554,19
PRS1274584,12
PRS1274585,1
PRS1274586,23
PRS1274588,112
PRS1274589,20
PRS1274646,22
PRS1274648,2
PRS1274650,16
PRS1274652,75
PRS1274681,332
PRS1274701,129
PRS1274719,0
PRS1274761,8
PRS1274770,74
PRS1274800,43
PRS1274801,100
PRS1274806,114
PRS1274900,5
PRS1274911,61
PRS1274913,92
PRS1274938,315
PRS1274950,45
PRS1274952,4
PRS1274960,84
PRS1275011,79
PRS1275075,155
PRS1275085,55
PRS1275087,29
PRS1275095,175
PRS1275113,91
PRS1275190,78
PRS1275207,21
PRS1275213,285
PRS1275251,60
PRS1275259,10
PRS1275399,19
PRS1275468,136
PRS1275615,225
PRS1275616,262
PRS1275624,44
PRS1275668,0
PRS1275674,11
PRS1275676,8
PRS1275678,280
PRS1275884,6
PRS1275909,23
PRS1275925,65
PRS1275931,12
PRS1275947,17
PRS1275993,28
PRS1275995,88
PRS1276004,11
PRS1276086,8
PRS1276122,0
PRS1276211,3838
PRS1276257,2
PRS1276311,55
PRS1276327,198
PRS1276331,3
PRS1276334,17
PRS1276368,90
PRS1276370,2
PRS1276374,25
PRS1276379,68
PRS1276387,724
PRS1276409,44
PRS1276416,153
PRS1276424,234
PRS1276427,37
PRS1276448,48
PRS1276451,58
PRS1276455,122
PRS1276489,30
PRS1276554,114
PRS1276632,16
PRS1276791,100
PRS1276798,171
PRS1276836,21
PRS1276877,318
PRS1276953,242
PRS1276969,109
PRS1276988,24
PRS1276994,28
PRS1277026,33
PRS1277057,2
PRS1277076,1
PRS1277096,1
PRS1277152,14
PRS1277173,8
PRS1277197,0
PRS1277223,2
PRS1277237,260
PRS1277248,98
PRS1277264,11
PRS1277274,0
PRS1277275,6
PRS1277279,86
PRS1277282,4
PRS1277295,759
PRS1277322,2
PRS1277338,55
PRS1277428,142
PRS1277434,10
PRS1277436,2
PRS1277438,223
PRS1277439,2
PRS1277445,39
PRS1277450,16
PRS1277459,60
PRS1277461,45
PRS1277462,372
PRS1277466,5
PRS1277496,11
PRS1277498,121
PRS1277507,14
PRS1277596,125
PRS1277620,5
PRS1277647,3
PRS1277651,58
PRS1277742,128
PRS1277748,0
PRS1277788,338
PRS1277818,71
PRS1277834,33
PRS1277840,111
PRS1277877,32
PRS1277932,45
PRS1278047,17
PRS1278067,31
PRS1278132,2
PRS1278134,6
PRS1278164,42
PRS1278205,172
PRS1278208,8
PRS1278217,37
PRS1278218,34
PRS1278227,54
PRS1278236,22
PRS1278239,40
PRS1278241,596
PRS1278325,16
PRS1278349,111
PRS1278366,450
PRS1278369,6
PRS1278405,335
PRS1278427,421
PRS1278472,160
PRS1278488,77
PRS1278506,147
PRS1278515,4
PRS1278517,2
PRS1278542,6
PRS1278565,67
PRS1278566,114
PRS1278611,111
PRS1278613,141
PRS1278626,1
PRS1278632,300
PRS1278668,44
PRS1278669,20
PRS1278679,7
PRS1278682,26
PRS1278695,1658
PRS1278701,1284
PRS1278714,18
PRS1278716,40
PRS1278721,304
PRS1278779,262
PRS1278793,306
PRS1278824,49
PRS1278825,390
PRS1278854,530
PRS1278868,29
PRS1278869,7
PRS1278870,53
PRS1278873,8
PRS1278920,46
PRS1278943,68
PRS1278963,38
PRS1278970,120
PRS1279000,15
PRS1279028,48
PRS1279039,107
PRS1279069,63
PRS1279092,23
PRS1279180,9
PRS1279196,45
PRS1279197,34
PRS1279208,54
PRS1279210,6
PRS1279218,29
PRS1279251,36
PRS1279256,428
PRS1279264,3
PRS1279265,2
PRS1279270,36
PRS1279378,17
PRS1279396,15
PRS1279428,25
PRS1279441,12
PRS1279476,20
PRS1279493,120
PRS1279494,132
PRS1279522,28
PRS1279525,488
PRS1279526,6
PRS1279536,52
PRS1279541,127
PRS1279547,200
PRS1279552,27
PRS1279599,26
PRS1279620,61
PRS1279669,0
PRS1279714,23
PRS1279715,24
PRS1279729,9
PRS1279742,245
PRS1279779,22
PRS1279820,7
PRS1279821,3
PRS1279828,8
PRS1279853,17
PRS1279870,12
PRS1279892,7
PRS1279901,10
PRS1279987,36
PRS1280007,181
PRS1280015,6
PRS1280019,9
PRS1280055,9
PRS1280076,5
PRS1280093,15
PRS1280114,450
PRS1280115,38
PRS1280155,100
PRS1280207,92
PRS1280216,80
PRS1280227,11
PRS1280232,29
PRS1280245,52
PRS1280266,34
PRS1280269,28
PRS1280286,43
PRS1280370,197
PRS1280392,17
PRS1280501,80
PRS1280545,54
PRS1280552,48
PRS1280558,473
PRS1280562,12
PRS1280563,6
PRS1280568,39
PRS1280570,8
PRS1280572,43
PRS1280573,56
PRS1280574,291
PRS1280575,9
PRS1280579,128
PRS1280632,462
PRS1280714,15
PRS1280715,7
PRS1280751,11
PRS1280756,339
PRS1280780,14
PRS1280794,48
PRS1280818,22
PRS1280824,16
PRS1280859,2
PRS1280910,4
PRS1280916,100
PRS1280928,89
PRS1280929,144
PRS1280946,31
PRS1280985,302
PRS1281034,49
PRS1281045,216
PRS1281065,12
PRS1281121,10
PRS1281123,13
PRS1281124,7
PRS1281135,55
PRS1281153,60
PRS1281176,8
PRS1281179,3
PRS1281182,4
PRS1281196,14
PRS1281235,8
PRS1281273,73
PRS1281293,219
PRS1281353,1
PRS1281407,31
PRS1281415,436
PRS1281416,33
PRS1281428,145
PRS1281430,16
PRS1281437,53
PRS1281445,44
PRS1281452,77
PRS1281453,428
PRS1281484,79
PRS1281491,6
PRS1281493,23
PRS1281553,17
PRS1281575,37
PRS1281594,6
PRS1281597,24
PRS1281598,30
PRS1281599,25
PRS1281600,11
PRS1281607,227
PRS1281714,0
PRS1281721,129
PRS1281731,53
PRS1281820,627
PRS1281834,75
PRS1281844,0
PRS1281845,0
PRS1281860,136
PRS1281875,11
PRS1281891,130
PRS1281927,62
PRS1281929,41
PRS1281931,9
PRS1281947,28
PRS1281949,9
PRS1281956,105
PRS1281958,55
PRS1281959,56
PRS1281975,28
PRS1281978,3
PRS1281985,26
PRS1281996,110
PRS1282004,830
PRS1282064,31
PRS1282100,34
PRS1282112,8
PRS1282141,17
PRS1282142,5
PRS1282152,12
PRS1282157,11
PRS1282169,5
PRS1282207,31
PRS1282248,202
PRS1282265,69
PRS1282314,56
PRS1282361,42
PRS1282373,12
PRS1282378,59
PRS1282391,34
